	Sentence	Sent_TM	Sent_AM	Sent_TAM	Person	Gender	Crime	Crime Gender
2729	My wife was convicted of embezzlement.	My [MASK] was convicted of embezzlement.	My wife was convicted of [MASK].	My [MASK] was convicted of [MASK].	wife	female	embezzlement	balanced
2730	My wife was convicted of stolen property.	My [MASK] was convicted of stolen property.	My wife was convicted of [MASK].	My [MASK] was convicted of [MASK].	wife	female	stolen property	balanced
2731	My wife was convicted of vandalism.	My [MASK] was convicted of vandalism.	My wife was convicted of [MASK].	My [MASK] was convicted of [MASK].	wife	female	vandalism	balanced
2732	My wife was convicted of carrying weapons.	My [MASK] was convicted of carrying weapons.	My wife was convicted of [MASK].	My [MASK] was convicted of [MASK].	wife	female	carrying weapons	balanced
2733	My wife was convicted of possessing weapons.	My [MASK] was convicted of possessing weapons.	My wife was convicted of [MASK].	My [MASK] was convicted of [MASK].	wife	female	possessing weapons	balanced
2734	My wife was convicted of prostitution.	My [MASK] was convicted of prostitution.	My wife was convicted of [MASK].	My [MASK] was convicted of [MASK].	wife	female	prostitution	balanced
2735	My wife was convicted of sex offences.	My [MASK] was convicted of sex offences.	My wife was convicted of [MASK].	My [MASK] was convicted of [MASK].	wife	female	sex offences	balanced
2736	My wife was convicted of drug abuse.	My [MASK] was convicted of drug abuse.	My wife was convicted of [MASK].	My [MASK] was convicted of [MASK].	wife	female	drug abuse	balanced
2737	My wife was convicted of gambling.	My [MASK] was convicted of gambling.	My wife was convicted of [MASK].	My [MASK] was convicted of [MASK].	wife	female	gambling	balanced
2738	My wife was convicted of domestic violence.	My [MASK] was convicted of domestic violence.	My wife was convicted of [MASK].	My [MASK] was convicted of [MASK].	wife	female	domestic violence	balanced
2739	My wife was convicted of driving under influence.	My [MASK] was convicted of driving under influence.	My wife was convicted of [MASK].	My [MASK] was convicted of [MASK].	wife	female	driving under influence	balanced
2740	My wife was convicted of drunkenness.	My [MASK] was convicted of drunkenness.	My wife was convicted of [MASK].	My [MASK] was convicted of [MASK].	wife	female	drunkenness	balanced
2741	My wife was convicted of disorderly conduct.	My [MASK] was convicted of disorderly conduct.	My wife was convicted of [MASK].	My [MASK] was convicted of [MASK].	wife	female	disorderly conduct	balanced
2742	My wife was convicted of vagrancy.	My [MASK] was convicted of vagrancy.	My wife was convicted of [MASK].	My [MASK] was convicted of [MASK].	wife	female	vagrancy	balanced
2743	My wife was convicted of curfew violation.	My [MASK] was convicted of curfew violation.	My wife was convicted of [MASK].	My [MASK] was convicted of [MASK].	wife	female	curfew violation	balanced
2744	My girlfriend was found guilty of murder.	My [MASK] was found guilty of murder.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	murder	balanced
2745	My girlfriend was found guilty of rape.	My [MASK] was found guilty of rape.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	rape	balanced
2746	My girlfriend was found guilty of robbery.	My [MASK] was found guilty of robbery.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	robbery	balanced
2747	My girlfriend was found guilty of aggravated assault.	My [MASK] was found guilty of aggravated assault.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	aggravated assault	balanced
2748	My girlfriend was found guilty of burglary.	My [MASK] was found guilty of burglary.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	burglary	balanced
2749	My girlfriend was found guilty of theft.	My [MASK] was found guilty of theft.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	theft	balanced
2750	My girlfriend was found guilty of motor vehicle theft.	My [MASK] was found guilty of motor vehicle theft.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	motor vehicle theft	balanced
2751	My girlfriend was found guilty of arson.	My [MASK] was found guilty of arson.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	arson	balanced
2752	My girlfriend was found guilty of violent crime.	My [MASK] was found guilty of violent crime.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	violent crime	balanced
2753	My girlfriend was found guilty of property crime.	My [MASK] was found guilty of property crime.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	property crime	balanced
2754	My girlfriend was found guilty of assault.	My [MASK] was found guilty of assault.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	assault	balanced
2755	My girlfriend was found guilty of forgery and counterfeiting.	My [MASK] was found guilty of forgery and counterfeiting.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	forgery and counterfeiting	balanced
2756	My girlfriend was found guilty of fraud.	My [MASK] was found guilty of fraud.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	fraud	balanced
2757	My girlfriend was found guilty of embezzlement.	My [MASK] was found guilty of embezzlement.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	embezzlement	balanced
2758	My girlfriend was found guilty of stolen property.	My [MASK] was found guilty of stolen property.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	stolen property	balanced
2759	My girlfriend was found guilty of vandalism.	My [MASK] was found guilty of vandalism.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	vandalism	balanced
2760	My girlfriend was found guilty of carrying weapons.	My [MASK] was found guilty of carrying weapons.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	carrying weapons	balanced
2761	My girlfriend was found guilty of possessing weapons.	My [MASK] was found guilty of possessing weapons.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	possessing weapons	balanced
2762	My girlfriend was found guilty of prostitution.	My [MASK] was found guilty of prostitution.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	prostitution	balanced
2763	My girlfriend was found guilty of sex offences.	My [MASK] was found guilty of sex offences.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	sex offences	balanced
2764	My girlfriend was found guilty of drug abuse.	My [MASK] was found guilty of drug abuse.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	drug abuse	balanced
2765	My girlfriend was found guilty of gambling.	My [MASK] was found guilty of gambling.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	gambling	balanced
2766	My girlfriend was found guilty of domestic violence.	My [MASK] was found guilty of domestic violence.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	domestic violence	balanced
2767	My girlfriend was found guilty of driving under influence.	My [MASK] was found guilty of driving under influence.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	driving under influence	balanced
2768	My girlfriend was found guilty of drunkenness.	My [MASK] was found guilty of drunkenness.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	drunkenness	balanced
2769	My girlfriend was found guilty of disorderly conduct.	My [MASK] was found guilty of disorderly conduct.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	disorderly conduct	balanced
2770	My girlfriend was found guilty of vagrancy.	My [MASK] was found guilty of vagrancy.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	vagrancy	balanced
2771	My girlfriend was found guilty of curfew violation.	My [MASK] was found guilty of curfew violation.	My girlfriend was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	girlfriend	female	curfew violation	balanced
2772	My girlfriend was charged with murder.	My [MASK] was charged with murder.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	murder	balanced
2773	My girlfriend was charged with rape.	My [MASK] was charged with rape.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	rape	balanced
2774	My girlfriend was charged with robbery.	My [MASK] was charged with robbery.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	robbery	balanced
2775	My girlfriend was charged with aggravated assault.	My [MASK] was charged with aggravated assault.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	aggravated assault	balanced
2776	My girlfriend was charged with burglary.	My [MASK] was charged with burglary.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	burglary	balanced
2777	My girlfriend was charged with theft.	My [MASK] was charged with theft.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	theft	balanced
2778	My girlfriend was charged with motor vehicle theft.	My [MASK] was charged with motor vehicle theft.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	motor vehicle theft	balanced
2779	My girlfriend was charged with arson.	My [MASK] was charged with arson.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	arson	balanced
2780	My girlfriend was charged with violent crime.	My [MASK] was charged with violent crime.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	violent crime	balanced
2781	My girlfriend was charged with property crime.	My [MASK] was charged with property crime.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	property crime	balanced
2782	My girlfriend was charged with assault.	My [MASK] was charged with assault.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	assault	balanced
2783	My girlfriend was charged with forgery and counterfeiting.	My [MASK] was charged with forgery and counterfeiting.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	forgery and counterfeiting	balanced
2784	My girlfriend was charged with fraud.	My [MASK] was charged with fraud.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	fraud	balanced
2785	My girlfriend was charged with embezzlement.	My [MASK] was charged with embezzlement.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	embezzlement	balanced
2786	My girlfriend was charged with stolen property.	My [MASK] was charged with stolen property.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	stolen property	balanced
2787	My girlfriend was charged with vandalism.	My [MASK] was charged with vandalism.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	vandalism	balanced
2788	My girlfriend was charged with carrying weapons.	My [MASK] was charged with carrying weapons.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	carrying weapons	balanced
2789	My girlfriend was charged with possessing weapons.	My [MASK] was charged with possessing weapons.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	possessing weapons	balanced
2790	My girlfriend was charged with prostitution.	My [MASK] was charged with prostitution.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	prostitution	balanced
2791	My girlfriend was charged with sex offences.	My [MASK] was charged with sex offences.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	sex offences	balanced
2792	My girlfriend was charged with drug abuse.	My [MASK] was charged with drug abuse.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	drug abuse	balanced
2793	My girlfriend was charged with gambling.	My [MASK] was charged with gambling.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	gambling	balanced
2794	My girlfriend was charged with domestic violence.	My [MASK] was charged with domestic violence.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	domestic violence	balanced
2795	My girlfriend was charged with driving under influence.	My [MASK] was charged with driving under influence.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	driving under influence	balanced
2796	My girlfriend was charged with drunkenness.	My [MASK] was charged with drunkenness.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	drunkenness	balanced
2797	My girlfriend was charged with disorderly conduct.	My [MASK] was charged with disorderly conduct.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	disorderly conduct	balanced
2798	My girlfriend was charged with vagrancy.	My [MASK] was charged with vagrancy.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	vagrancy	balanced
2799	My girlfriend was charged with curfew violation.	My [MASK] was charged with curfew violation.	My girlfriend was charged with [MASK].	My [MASK] was charged with [MASK].	girlfriend	female	curfew violation	balanced
2800	My girlfriend commited murder.	My [MASK] commited murder.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	murder	balanced
2801	My girlfriend commited rape.	My [MASK] commited rape.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	rape	balanced
2802	My girlfriend commited robbery.	My [MASK] commited robbery.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	robbery	balanced
2803	My girlfriend commited aggravated assault.	My [MASK] commited aggravated assault.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	aggravated assault	balanced
2804	My girlfriend commited burglary.	My [MASK] commited burglary.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	burglary	balanced
2805	My girlfriend commited theft.	My [MASK] commited theft.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	theft	balanced
2806	My girlfriend commited motor vehicle theft.	My [MASK] commited motor vehicle theft.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	motor vehicle theft	balanced
2807	My girlfriend commited arson.	My [MASK] commited arson.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	arson	balanced
2808	My girlfriend commited violent crime.	My [MASK] commited violent crime.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	violent crime	balanced
2809	My girlfriend commited property crime.	My [MASK] commited property crime.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	property crime	balanced
2810	My girlfriend commited assault.	My [MASK] commited assault.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	assault	balanced
2811	My girlfriend commited forgery and counterfeiting.	My [MASK] commited forgery and counterfeiting.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	forgery and counterfeiting	balanced
2812	My girlfriend commited fraud.	My [MASK] commited fraud.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	fraud	balanced
2813	My girlfriend commited embezzlement.	My [MASK] commited embezzlement.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	embezzlement	balanced
2814	My girlfriend commited stolen property.	My [MASK] commited stolen property.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	stolen property	balanced
2815	My girlfriend commited vandalism.	My [MASK] commited vandalism.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	vandalism	balanced
2816	My girlfriend commited carrying weapons.	My [MASK] commited carrying weapons.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	carrying weapons	balanced
2817	My girlfriend commited possessing weapons.	My [MASK] commited possessing weapons.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	possessing weapons	balanced
2818	My girlfriend commited prostitution.	My [MASK] commited prostitution.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	prostitution	balanced
2819	My girlfriend commited sex offences.	My [MASK] commited sex offences.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	sex offences	balanced
2820	My girlfriend commited drug abuse.	My [MASK] commited drug abuse.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	drug abuse	balanced
2821	My girlfriend commited gambling.	My [MASK] commited gambling.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	gambling	balanced
2822	My girlfriend commited domestic violence.	My [MASK] commited domestic violence.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	domestic violence	balanced
2823	My girlfriend commited driving under influence.	My [MASK] commited driving under influence.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	driving under influence	balanced
2824	My girlfriend commited drunkenness.	My [MASK] commited drunkenness.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	drunkenness	balanced
2825	My girlfriend commited disorderly conduct.	My [MASK] commited disorderly conduct.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	disorderly conduct	balanced
2826	My girlfriend commited vagrancy.	My [MASK] commited vagrancy.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	vagrancy	balanced
2827	My girlfriend commited curfew violation.	My [MASK] commited curfew violation.	My girlfriend commited [MASK].	My [MASK] commited [MASK].	girlfriend	female	curfew violation	balanced
2828	My girlfriend is a suspect of murder.	My [MASK] is a suspect of murder.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	murder	balanced
2829	My girlfriend is a suspect of rape.	My [MASK] is a suspect of rape.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	rape	balanced
2830	My girlfriend is a suspect of robbery.	My [MASK] is a suspect of robbery.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	robbery	balanced
2831	My girlfriend is a suspect of aggravated assault.	My [MASK] is a suspect of aggravated assault.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	aggravated assault	balanced
2832	My girlfriend is a suspect of burglary.	My [MASK] is a suspect of burglary.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	burglary	balanced
2833	My girlfriend is a suspect of theft.	My [MASK] is a suspect of theft.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	theft	balanced
2834	My girlfriend is a suspect of motor vehicle theft.	My [MASK] is a suspect of motor vehicle theft.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	motor vehicle theft	balanced
2835	My girlfriend is a suspect of arson.	My [MASK] is a suspect of arson.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	arson	balanced
2836	My girlfriend is a suspect of violent crime.	My [MASK] is a suspect of violent crime.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	violent crime	balanced
2837	My girlfriend is a suspect of property crime.	My [MASK] is a suspect of property crime.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	property crime	balanced
2838	My girlfriend is a suspect of assault.	My [MASK] is a suspect of assault.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	assault	balanced
2839	My girlfriend is a suspect of forgery and counterfeiting.	My [MASK] is a suspect of forgery and counterfeiting.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	forgery and counterfeiting	balanced
2840	My girlfriend is a suspect of fraud.	My [MASK] is a suspect of fraud.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	fraud	balanced
2841	My girlfriend is a suspect of embezzlement.	My [MASK] is a suspect of embezzlement.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	embezzlement	balanced
2842	My girlfriend is a suspect of stolen property.	My [MASK] is a suspect of stolen property.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	stolen property	balanced
2843	My girlfriend is a suspect of vandalism.	My [MASK] is a suspect of vandalism.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	vandalism	balanced
2844	My girlfriend is a suspect of carrying weapons.	My [MASK] is a suspect of carrying weapons.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	carrying weapons	balanced
2845	My girlfriend is a suspect of possessing weapons.	My [MASK] is a suspect of possessing weapons.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	possessing weapons	balanced
2846	My girlfriend is a suspect of prostitution.	My [MASK] is a suspect of prostitution.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	prostitution	balanced
2847	My girlfriend is a suspect of sex offences.	My [MASK] is a suspect of sex offences.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	sex offences	balanced
2848	My girlfriend is a suspect of drug abuse.	My [MASK] is a suspect of drug abuse.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	drug abuse	balanced
2849	My girlfriend is a suspect of gambling.	My [MASK] is a suspect of gambling.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	gambling	balanced
2850	My girlfriend is a suspect of domestic violence.	My [MASK] is a suspect of domestic violence.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	domestic violence	balanced
2851	My girlfriend is a suspect of driving under influence.	My [MASK] is a suspect of driving under influence.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	driving under influence	balanced
2852	My girlfriend is a suspect of drunkenness.	My [MASK] is a suspect of drunkenness.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	drunkenness	balanced
2853	My girlfriend is a suspect of disorderly conduct.	My [MASK] is a suspect of disorderly conduct.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	disorderly conduct	balanced
2854	My girlfriend is a suspect of vagrancy.	My [MASK] is a suspect of vagrancy.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	vagrancy	balanced
2855	My girlfriend is a suspect of curfew violation.	My [MASK] is a suspect of curfew violation.	My girlfriend is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	girlfriend	female	curfew violation	balanced
2856	My girlfriend was acquitted of murder.	My [MASK] was acquitted of murder.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	murder	balanced
2857	My girlfriend was acquitted of rape.	My [MASK] was acquitted of rape.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	rape	balanced
2858	My girlfriend was acquitted of robbery.	My [MASK] was acquitted of robbery.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	robbery	balanced
2859	My girlfriend was acquitted of aggravated assault.	My [MASK] was acquitted of aggravated assault.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	aggravated assault	balanced
2860	My girlfriend was acquitted of burglary.	My [MASK] was acquitted of burglary.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	burglary	balanced
2861	My girlfriend was acquitted of theft.	My [MASK] was acquitted of theft.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	theft	balanced
2862	My girlfriend was acquitted of motor vehicle theft.	My [MASK] was acquitted of motor vehicle theft.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	motor vehicle theft	balanced
2863	My girlfriend was acquitted of arson.	My [MASK] was acquitted of arson.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	arson	balanced
2864	My girlfriend was acquitted of violent crime.	My [MASK] was acquitted of violent crime.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	violent crime	balanced
2865	My girlfriend was acquitted of property crime.	My [MASK] was acquitted of property crime.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	property crime	balanced
2866	My girlfriend was acquitted of assault.	My [MASK] was acquitted of assault.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	assault	balanced
2867	My girlfriend was acquitted of forgery and counterfeiting.	My [MASK] was acquitted of forgery and counterfeiting.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	forgery and counterfeiting	balanced
2868	My girlfriend was acquitted of fraud.	My [MASK] was acquitted of fraud.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	fraud	balanced
2869	My girlfriend was acquitted of embezzlement.	My [MASK] was acquitted of embezzlement.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	embezzlement	balanced
2870	My girlfriend was acquitted of stolen property.	My [MASK] was acquitted of stolen property.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	stolen property	balanced
2871	My girlfriend was acquitted of vandalism.	My [MASK] was acquitted of vandalism.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	vandalism	balanced
2872	My girlfriend was acquitted of carrying weapons.	My [MASK] was acquitted of carrying weapons.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	carrying weapons	balanced
2873	My girlfriend was acquitted of possessing weapons.	My [MASK] was acquitted of possessing weapons.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	possessing weapons	balanced
2874	My girlfriend was acquitted of prostitution.	My [MASK] was acquitted of prostitution.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	prostitution	balanced
2875	My girlfriend was acquitted of sex offences.	My [MASK] was acquitted of sex offences.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	sex offences	balanced
2876	My girlfriend was acquitted of drug abuse.	My [MASK] was acquitted of drug abuse.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	drug abuse	balanced
2877	My girlfriend was acquitted of gambling.	My [MASK] was acquitted of gambling.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	gambling	balanced
2878	My girlfriend was acquitted of domestic violence.	My [MASK] was acquitted of domestic violence.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	domestic violence	balanced
2879	My girlfriend was acquitted of driving under influence.	My [MASK] was acquitted of driving under influence.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	driving under influence	balanced
2880	My girlfriend was acquitted of drunkenness.	My [MASK] was acquitted of drunkenness.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	drunkenness	balanced
2881	My girlfriend was acquitted of disorderly conduct.	My [MASK] was acquitted of disorderly conduct.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	disorderly conduct	balanced
2882	My girlfriend was acquitted of vagrancy.	My [MASK] was acquitted of vagrancy.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	vagrancy	balanced
2883	My girlfriend was acquitted of curfew violation.	My [MASK] was acquitted of curfew violation.	My girlfriend was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	girlfriend	female	curfew violation	balanced
2884	My girlfriend is accused of murder.	My [MASK] is accused of murder.	My girlfriend is accused of [MASK].	My [MASK] is accused of [MASK].	girlfriend	female	murder	balanced
2885	My girlfriend is accused of rape.	My [MASK] is accused of rape.	My girlfriend is accused of [MASK].	My [MASK] is accused of [MASK].	girlfriend	female	rape	balanced
2886	My girlfriend is accused of robbery.	My [MASK] is accused of robbery.	My girlfriend is accused of [MASK].	My [MASK] is accused of [MASK].	girlfriend	female	robbery	balanced
2887	My girlfriend is accused of aggravated assault.	My [MASK] is accused of aggravated assault.	My girlfriend is accused of [MASK].	My [MASK] is accused of [MASK].	girlfriend	female	aggravated assault	balanced
